Age,Gender,Driving_Experience,Vehicle_Type,Previous_Accidents,Region,Annual_Mileage,Premium,Accident
31,1,12,0,0,1,14338.540077269186,539.4209781653801,1
73,0,56,0,0,1,16899.131640196218,551.5039569964335,0
56,1,40,0,0,0,16924.871208131925,395.00587376031365,1
42,0,24,0,0,1,15585.291640788424,656.1826040399505,0
37,0,20,1,0,0,18158.354348174274,495.8986418982474,1
19,0,3,1,0,1,19997.983364600128,400.634778806736,1
56,1,40,0,0,0,12600.881733841044,500.0363834842231,0
23,1,7,0,0,0,22023.68904630759,402.5502536129976,1
34,1,17,1,0,1,16648.064322219707,442.0042735685807,1
76,1,58,0,0,1,5000.0,440.0489943532116,0
42,0,24,1,0,1,14060.725156868215,486.41681650740065,1
74,1,58,2,0,0,14132.279290735478,636.4770097692417,0
45,1,28,0,1,1,20400.709850538497,510.63648671312603,1
19,1,3,2,0,0,12093.680791213566,516.4414941291309,1
52,0,32,2,0,1,15745.811759291404,452.2997511579405,1
54,0,36,0,0,0,7904.366886163973,528.3325418575942,1
22,1,3,0,0,1,10848.876699359658,496.69143986208934,1
80,1,64,3,0,0,18984.899962750365,491.6196942059201,1
18,1,0,0,0,0,8893.247364541683,570.7067577041576,1
57,1,39,2,0,0,19829.762531846143,405.8498365972693,1
29,0,12,1,0,1,20699.805729745,626.6481229345309,1
73,1,55,0,0,0,21206.851491122048,230.43375222359998,1
53,1,36,0,0,1,22726.60232201217,490.69101608309387,1
62,1,45,1,0,0,18875.913937554546,635.8721181183377,1
40,0,24,1,0,1,17127.28418275697,620.6734694547304,0
64,0,48,1,0,1,18098.159814704424,515.8372598219522,1
48,1,30,3,0,0,15356.427847632542,419.0080729599474,0
28,1,8,2,1,0,13132.01975615992,486.65962720951296,1
27,1,9,0,0,1,18850.538895237274,759.1477406723509,1
20,1,1,2,0,0,17245.340343935593,570.8762179282625,1
71,1,54,2,0,1,19401.540131119866,329.9448194255775,1
31,0,14,3,0,1,13957.00942962448,508.29139774627214,0
33,0,17,1,0,1,14397.144185030542,440.1394931618544,1
27,0,7,2,0,1,16057.460173159587,373.00681957212237,1
46,1,30,1,0,1,14366.762423653316,548.2648267147441,1
27,0,8,0,0,1,29209.117804585883,402.969189883384,0
29,0,11,3,0,1,24672.263076856143,654.8314909717906,1
47,0,29,0,0,1,15021.466865772396,634.10780901724,1
58,1,38,0,0,1,14345.60418192752,427.03861811790273,0
18,1,2,2,0,0,17230.143048314167,420.78322047447955,0
22,0,6,0,0,1,12852.81370316925,567.3261361553708,1
37,1,18,2,0,1,12768.593206212769,601.776315347335,1
25,0,7,2,0,1,15214.519633640988,474.8346491362272,1
60,0,44,0,0,0,13143.088211884648,597.8455129546325,1
29,0,9,1,0,0,15918.83839663653,666.4449309374785,1
18,0,0,2,0,0,16850.455802140474,532.9908427348186,0
74,1,55,1,0,0,5000.0,397.09791516251863,1
71,1,51,3,0,0,5368.037150710601,578.5517645344335,0
37,1,20,2,0,0,10761.470725015395,514.3181840589386,1
45,1,26,0,0,1,16398.34400847739,467.8445081790866,0
74,0,54,0,0,0,11146.481692009962,575.1709903931438,1
60,1,44,3,0,0,26550.50439507493,620.7063810019713,0
54,0,37,1,0,0,19473.13474210972,518.6011445105714,0
64,1,45,0,0,0,24791.40426599179,272.0857818766792,0
54,1,38,2,0,0,19500.873732967477,511.981482761472,1
29,1,12,2,0,1,7080.840866100811,522.6962918466012,0
54,0,36,1,0,1,9172.095562300492,758.5912198855395,1
66,0,50,1,0,0,12442.994092140798,512.9621471092235,0
66,0,46,1,0,1,9020.031203748433,482.86813204396816,1
73,0,54,2,0,0,20406.157971213855,568.981292819182,0
61,1,44,2,0,1,14207.461359095376,469.98534165364623,0
73,0,57,3,0,1,16025.442154547816,431.38734006206863,1
45,0,27,1,0,0,21882.81206858627,340.55874235587146,1
64,1,45,2,0,0,24633.60445755373,440.44743274081424,1
32,1,13,3,0,0,13643.062710639044,309.22043637956176,1
23,0,7,0,1,1,8177.1110725024155,528.3247035194307,1
61,1,43,0,0,1,9058.690912566002,521.5835490764808,1
76,0,59,2,0,0,20747.032747432302,569.6419502016403,1
78,1,62,0,0,0,16328.02231664136,396.88981412805686,1
37,0,20,0,0,1,10549.8236439001,356.12892387290253,1
67,0,48,0,1,0,18539.754493081964,705.7463990890467,0
31,0,14,0,0,1,9618.868464433857,492.1366118404323,1
19,0,1,0,0,1,6138.066079999595,569.9809984509759,1
26,0,6,0,0,0,5000.0,513.2910923745445,1
80,1,62,3,0,1,7770.172443397199,574.4943733181773,1
54,0,37,2,1,1,20786.580419995436,522.803707219428,1
37,0,21,2,0,1,13987.196076482425,419.7986547043587,1
43,0,24,0,1,1,14831.000002139699,554.1821903953771,1
46,0,26,2,0,0,15934.845495614358,530.3932361709001,1
18,0,2,2,0,1,9947.569018976857,331.76730704807505,1
72,1,56,1,0,0,12601.662134475295,529.4537233346111,1
52,1,34,0,0,1,13082.910648334995,461.2887310840556,1
23,0,6,1,0,0,10345.127822783545,433.32406732141294,1
54,1,36,2,0,1,12570.80882349285,597.534239946006,0
70,0,53,1,0,1,14391.724386159338,492.81437918048533,1
76,1,58,2,0,0,13760.670107870004,495.8580099695319,1
22,1,6,1,0,1,17165.933476901697,508.92496324467635,1
50,0,31,1,0,0,12571.85161546892,496.7642943872641,0
66,1,49,2,0,1,22724.226152646603,490.22397685493706,0
68,1,48,0,0,0,9836.295021321199,645.6083156105195,1
31,0,11,1,0,0,12348.56966105998,431.575526991196,1
29,0,13,3,1,1,16970.027475309245,326.3204368014739,0
59,1,41,2,0,1,18088.04421604695,504.4670869655831,1
37,1,19,0,0,1,8969.242940645965,406.0582201214422,1
70,1,54,0,0,1,14486.329882758198,390.3248495769315,1
67,0,47,1,0,1,18997.667912526063,498.4265678457354,1
41,1,21,2,0,1,6987.043509624575,527.4678138114687,1
76,1,58,1,0,1,14560.930956726135,482.63238983493676,1
60,1,43,1,0,1,7565.372625777389,454.3269186974609,0
79,0,60,0,1,1,10935.315406471638,479.9497794801821,1
51,0,34,2,0,0,15427.822795064027,494.90640904088434,0
42,0,22,2,0,0,13913.340852075242,499.73184364047586,1
67,0,50,3,0,0,9296.96050990116,320.77819488619105,1
46,1,27,0,0,1,21107.02013193592,587.3891755377407,1
74,0,57,2,0,0,13331.711559891259,354.23929831517046,1
56,1,39,1,0,1,17749.44751371009,432.891729453573,0
48,1,31,1,0,1,22508.817270054733,344.57960190710696,1
73,1,56,2,0,1,11617.910675157002,516.7269202971395,0
64,1,48,0,0,1,18078.050661165064,428.9410002662916,1
60,0,40,0,0,0,17075.819702257824,481.61755768642337,0
67,0,48,2,0,0,8052.264007265024,425.71103539391834,1
40,0,20,1,0,0,21036.181444474234,394.5893185681128,0
61,0,45,0,0,1,15504.696023224311,249.0006521460097,1
55,0,39,1,0,1,12335.822009564767,440.85677391942085,0
37,1,21,1,0,0,6901.883883662824,378.99119231295714,0
40,0,24,3,0,1,8628.602674601932,551.9587800018219,1
79,0,62,0,0,0,14457.411893509308,708.090373207747,0
62,0,42,2,0,0,8310.705641996596,682.9925862340322,1
69,0,51,0,0,0,18163.732595982707,491.88720141117653,0
33,1,14,0,0,1,13104.884221251988,420.8902678681987,1
67,1,51,0,0,0,7192.9341435172655,305.0150770079583,1
59,1,39,2,0,1,11685.25955276123,458.1232222607118,1
77,1,61,0,0,0,9685.54896548469,408.7839932244607,0
72,1,56,2,0,1,8879.325677473465,426.2729143482415,0
25,0,9,1,0,1,5000.0,336.7824038280639,1
67,1,51,3,0,0,15497.549277398568,570.2748996223407,1
38,1,22,2,0,1,10230.825709609493,550.9226517951613,1
18,1,0,2,0,1,24383.098222914225,408.4528025295697,0
72,0,52,2,0,1,19962.877318482468,585.5853858009137,1
25,0,9,1,0,0,23157.386675623995,505.9615842558928,0
46,1,30,2,1,1,18577.780278330578,553.02239571008,1
49,0,33,0,0,0,12076.836247964606,577.4109012563445,1
55,0,39,0,0,0,16620.41373233539,536.499013824176,1
22,1,5,1,0,1,13486.212281145954,417.93910657431826,0
64,0,47,1,0,0,16703.14210446024,604.9305113276757,1
39,0,21,1,0,0,19456.371717144986,577.2741452903988,1
64,0,48,1,0,0,17987.340583295674,578.7357308865496,0
51,1,33,0,0,0,15041.712645538468,367.0687814747966,0
18,1,0,1,0,0,15329.145316413307,353.3052272951969,0
72,1,54,0,0,1,16098.003719919521,651.2846725028079,0
72,0,52,3,0,1,20529.211483000632,436.1906619896531,0
43,1,26,3,1,0,12551.67563553412,525.2435522121034,0
60,0,43,3,0,0,13706.414334116032,620.6369874993871,1
27,0,11,0,0,1,12462.644759755802,663.296873452726,1
47,0,31,1,0,1,15686.497840547714,557.4138109214584,1
67,1,48,3,0,1,18183.435644714275,447.78930080910203,0
35,1,16,3,1,0,16498.268286222254,471.33569536712434,1
34,1,14,2,0,0,14711.62334406393,537.0698510861048,0
43,1,27,1,1,1,20363.861277441163,517.4887736762828,1
25,0,9,1,0,0,11028.912130187166,428.40079711796795,0
64,1,45,2,0,1,7500.979177599494,234.67903674052855,1
57,0,38,0,0,1,16607.759401732277,426.41054668545064,0
66,1,47,1,0,0,14798.700875229422,478.70065545771575,1
29,1,12,2,1,1,14164.370181701472,499.0366446705188,0
44,1,26,2,0,1,8402.689289926882,670.6699130570942,1
25,0,7,1,0,1,15993.010799200263,606.7113331976923,1
42,0,26,1,0,1,23975.36828313781,453.8366649186811,1
63,0,46,3,0,1,8342.288140959274,550.3751518504519,1
21,0,2,1,0,0,14214.493008924313,233.5460719933639,1
50,0,34,2,0,1,15377.464055127704,622.6097498125549,0
18,1,1,2,0,0,12780.329491522096,450.3639469586495,1
36,0,16,2,0,0,15822.01772057421,518.7181415384166,1
48,0,31,2,0,1,12764.850358470441,502.98169074081636,1
33,0,17,1,0,1,15767.964952556624,602.6231351261771,1
31,0,13,1,0,1,13725.53745556368,465.13237310663465,0
70,1,51,1,1,0,12310.87205230446,582.288707322119,1
65,0,45,0,0,0,14614.616995113138,536.4668397411032,0
22,1,5,0,0,0,17406.306064729004,512.257853561303,0
58,1,42,0,0,1,7212.680021546917,489.19128544857426,0
43,1,27,2,0,1,18469.50887113165,449.0621423603909,1
79,0,60,0,0,1,11371.261334562712,483.41802710686727,0
45,1,29,0,0,1,18092.115253583834,461.7730468729605,1
19,0,3,0,0,1,11651.080613171882,541.8813754320778,1
67,0,48,1,1,0,18566.651041231136,386.5539437527547,1
23,0,3,0,0,0,14755.244259199753,507.20825987976787,1
80,0,62,1,0,0,10352.919632703277,651.6218240347677,0
26,0,8,0,0,1,12806.10056602611,456.0090424643036,1
50,1,33,2,0,1,20968.335985961865,543.8318368282556,0
58,1,38,3,0,0,15259.141823227825,267.6716506312142,1
42,0,25,3,0,1,12709.825548238648,341.92641462630945,0
65,1,47,1,0,0,20702.68431348702,486.6995287711416,1
30,0,11,1,0,1,19275.83286890677,492.47086057002065,0
26,1,10,1,0,1,10798.872885636847,504.13437921934815,0
70,1,52,0,0,1,13977.553831667852,719.0794309442097,1
30,1,10,1,0,1,6187.447338549975,441.70826444882493,1
48,1,30,0,1,0,19359.76488469693,508.44129449819246,0
58,1,38,2,0,1,15020.335623468995,428.36189469164606,1
28,0,8,0,0,0,18350.80143086157,573.6892421023173,1
21,0,1,1,0,0,5339.477698027225,384.96397569556694,0
51,1,34,1,0,0,13595.713524496412,430.0994809792512,1
78,0,59,1,0,0,15837.948318818399,409.85313490768345,1
55,1,37,2,0,0,5000.0,582.370135752044,1
63,0,44,1,0,1,18281.766824834438,512.5987083206737,0
21,1,5,1,0,0,13382.683759267227,528.349539560449,1
55,1,37,1,0,0,6226.416099811526,480.6080953424427,0
36,1,17,0,0,0,12427.46106623319,620.9265189507843,0
23,0,4,1,0,0,17283.40805414961,484.507159330679,1
51,0,35,3,0,0,10434.459549521076,696.5317374397157,1
35,1,15,3,0,1,14771.637664992693,626.9445100526615,1
30,1,12,2,0,0,12834.334453173167,352.41611040870447,0
58,0,40,0,0,1,5029.48928946382,563.8535074513759,1
40,0,24,0,0,0,18119.17693767675,626.7818098513904,0
36,0,16,1,0,1,19038.678862700133,459.22645215769137,1
62,0,44,2,0,1,20743.65707491852,541.1456397138343,1
28,0,10,2,1,1,15045.061810439998,352.20956174144646,1
18,1,0,2,0,1,17423.015643176117,400.39848185804055,1
41,0,21,1,0,1,6929.806600344541,474.8365229157929,1
79,1,63,0,0,1,16200.630618746733,364.55374180277306,0
71,1,53,0,0,1,13410.252746017462,505.51939897276543,0
24,0,5,0,0,0,14615.226153548938,565.0381525553516,0
42,0,22,1,0,1,9413.29999828739,408.4086592416207,1
38,1,21,0,0,0,20613.319764846674,365.94801557548567,1
32,0,16,2,0,0,6745.125155202761,342.11326112382903,1
18,1,0,1,0,0,16360.058250339962,621.2411568269475,1
29,0,11,0,0,1,10412.459021194943,325.793717219129,1
75,0,58,0,0,0,25592.99765038873,529.5795116242668,1
24,0,8,0,0,1,18476.82910996821,630.5884135486506,0
32,1,12,2,0,1,14857.509275956372,402.2028857715129,1
38,0,21,1,0,1,9860.402741748243,415.60379624334956,0
36,1,19,0,0,0,19450.14638752336,517.5676183680007,0
77,0,58,2,0,0,5000.0,524.0670780235309,1
46,1,30,1,0,1,16920.850541121486,450.15828595293243,0
42,0,23,1,0,1,17551.897734411363,470.29523734055726,1
50,1,31,2,0,1,17258.684649450952,509.08529553182626,1
66,1,48,2,0,1,19189.23377758369,459.5933397435187,1
49,1,29,1,1,0,12175.137678145427,462.9584394916657,1
66,1,49,1,0,0,17746.569203086674,694.2397262832908,1
52,1,36,0,0,0,11650.037248621726,601.342988020303,1
61,1,41,2,0,0,10848.085586655785,609.197394947215,0
55,0,35,1,0,0,9838.268680643185,465.8948418886663,0
43,1,27,2,0,1,13740.101660678187,328.1237379349559,1
28,1,8,2,0,1,20556.120072005542,747.6088405305538,1
52,1,34,3,0,0,23575.380637268507,438.32168757790583,1
25,0,5,0,0,1,13647.900614712866,530.9274643083286,1
63,0,45,0,0,0,11775.160441175469,578.3713745692687,1
31,0,14,0,0,1,21647.158525471918,441.9534469018579,1
27,1,10,2,0,1,17167.13731323457,590.1474811163177,1
19,0,0,0,0,1,15145.300580679634,500.9011222069105,1
63,0,45,0,0,0,9471.090481077317,473.64737442407,1
26,1,9,0,0,0,22158.50832858459,441.91060726788396,1
20,1,0,0,0,0,15468.42414336764,400.34072817448606,1
38,0,22,0,0,1,15000.798985205181,313.71826325444135,0
43,1,27,0,0,1,17708.376270752604,781.3773217610624,0
25,1,7,1,0,1,15109.491267390395,645.7340073832652,1
65,1,46,0,0,1,22373.183225568566,510.29400117727454,1
19,1,0,0,0,1,20059.004912006938,656.0017472411466,1
23,0,5,2,0,0,12193.347246005404,642.9205185587884,1
45,1,29,2,0,0,15434.504661199126,559.6540496891295,0
70,0,52,0,0,1,12072.901695814011,465.5002420365938,0
46,0,26,0,0,0,24446.82058471309,607.4142856865669,0
43,0,26,2,0,1,11385.606356254088,590.8612215166999,1
42,0,22,0,0,1,14404.858640848472,579.1167174255698,0
29,1,12,0,0,0,16819.633220440635,466.27812575910804,1
22,1,5,0,0,1,17528.597240531017,537.8941427479796,1
51,1,34,0,0,0,18372.895681776827,527.3407654242069,1
65,0,47,1,0,0,19004.832771633446,461.92821851739006,0
54,0,38,2,0,0,18464.300280395153,536.997322148117,1
32,0,14,2,0,1,12835.131526605077,625.2782068305316,1
61,1,45,1,0,0,12268.20440826759,652.5561118742013,0
53,0,33,1,0,1,15191.149364317045,549.9443841016201,1
32,1,13,1,0,1,12241.506637777697,483.3965982699866,1
60,1,40,1,0,1,11711.409302907907,585.4713068628932,0
65,1,47,0,0,1,12890.306377455247,412.79176267535854,1
40,1,22,1,0,1,25510.673471322523,462.29000980928515,1
23,0,7,2,0,1,22719.113976922534,627.5165965921685,1
63,1,45,0,0,1,13804.100063662687,687.1767232530464,0
67,0,50,2,1,1,5000.0,613.9908536895374,1
61,1,43,1,0,0,12048.543307934962,491.8406909628243,1
76,0,60,1,0,0,19400.10498912685,281.0330199922706,1
60,0,44,0,0,1,7172.319514263078,578.3975521096664,1
62,1,45,1,0,1,18019.214836875653,552.3677403484505,0
38,1,22,2,0,0,17698.567895703352,555.2462404479134,0
40,1,21,1,0,0,15086.623546765384,356.5947526827159,0
60,0,40,0,0,0,14811.981213563982,466.9393433205918,1
72,1,54,0,1,0,10477.116834613204,686.5300620691764,0
33,1,14,1,0,0,18484.11961548063,397.6125525080118,1
64,0,46,1,0,0,16549.56666873229,557.8375787755534,1
70,1,51,1,0,1,12596.85953469721,434.378472673803,1
77,0,59,3,0,0,11074.935357076547,550.7480221186875,0
32,1,15,2,0,0,9032.87685929263,480.10367444417136,1
42,0,26,1,0,0,16857.604826748968,620.64971054487,1
53,0,37,0,0,0,13988.781414584939,504.12580399604474,0
28,1,11,0,0,1,14052.518372996608,599.4701881827654,0
68,0,49,1,0,1,7194.0941073855265,711.1257784224922,1
32,1,12,2,1,1,9524.125409322707,598.609001394536,1
21,1,2,2,0,1,8980.298263794222,557.6570862535079,1
38,0,22,1,0,1,18843.752376257875,615.7308926143437,1
30,1,10,0,0,1,15858.499653709152,556.264109172995,0
39,0,21,3,0,1,13585.079635045313,439.2007128458495,0
36,0,16,3,0,1,20527.804527445136,415.41170124762266,1
51,0,32,1,0,0,19820.6301812321,569.0143566534002,1
31,0,14,0,0,0,20527.17838946291,437.469640459079,1
78,0,60,1,0,1,13789.779850030662,427.7666311388213,1
21,0,2,2,0,1,7928.155945563011,480.9393935841131,1
65,0,47,1,0,1,23532.495395819686,327.3888884767065,1
70,0,50,2,0,0,17621.043947529968,434.61144146125093,1
69,1,53,0,0,1,17724.66611538802,426.44174854772285,1
63,1,44,0,0,1,18379.345413973613,746.196318267371,0
44,0,27,0,0,1,28817.492729701626,575.1111682491746,1
46,1,26,3,0,1,14497.797361134506,457.86441478773804,1
64,1,45,1,0,0,22182.41412148014,423.3127207097095,1
45,1,28,2,0,1,10736.927510304431,256.2057516867967,1
52,1,33,0,0,0,19076.16121343249,353.53402381669633,0
25,1,5,3,0,0,23917.20951254578,333.988486724696,1
33,1,14,2,0,1,14765.189264470824,402.3310967957818,0
59,0,41,0,0,0,5405.368654535743,498.96490226568295,1
53,1,33,2,1,1,17835.06314282203,481.21575055715994,1
47,1,28,0,0,0,13915.459384484822,410.7038733955797,1
35,1,19,0,0,1,19221.293708290705,494.90968341313106,0
19,1,0,0,0,0,12667.944861079563,356.68528562915833,1
66,0,48,3,0,0,26937.90814471249,544.4178324386553,1
30,0,13,3,0,1,15532.159157736729,576.3969306211807,1
21,0,4,0,0,0,18955.390882240365,549.2884912379061,1
43,0,26,2,0,1,10001.547641014717,609.3914768168815,0
42,1,26,1,0,1,9124.657243810187,348.2645728141356,1
47,0,29,2,0,0,8515.620461758956,503.9783844574038,1
28,0,8,0,0,1,8549.252086858862,404.72174350728517,0
24,0,7,1,0,1,18392.318998328454,384.8176672693747,1
48,0,30,1,0,1,11984.938384615141,358.53912517345975,0
61,1,42,0,1,1,8649.855440702737,747.8443183193378,0
27,0,11,0,0,0,11516.544384816703,591.1315441604004,1
56,1,38,1,0,0,18518.195209556026,662.2517991936761,0
30,0,12,0,0,0,18393.435112231873,535.2761471065337,1
48,1,28,3,0,1,19984.509257761587,417.21217906798677,1
24,1,6,0,0,0,13592.360611097129,567.1866112047209,1
80,0,60,3,0,0,24985.605900035953,734.2699836256448,0
73,0,57,0,0,0,20410.066847184597,552.4669609727168,1
66,0,50,0,0,1,9129.213926089113,488.7443167718792,1
59,0,40,0,0,0,19060.6956861384,527.1592642747255,0
78,1,58,2,0,1,15095.542362168848,611.5416840943418,0
59,1,39,2,0,0,14174.628300646531,498.3946596612107,1
73,0,56,0,0,0,15049.214861809882,488.32543547231865,1
53,0,36,0,0,1,11670.211793655992,432.2383641303521,1
37,1,18,1,0,0,20044.983392126687,535.4720230777274,1
21,0,5,1,0,1,12108.83491068249,373.08932236468775,1
71,1,54,2,0,1,12199.179451328111,461.52831043063395,1
24,0,6,0,0,0,18800.967776498503,487.1520657187217,1
71,1,55,1,0,1,25852.381638008286,394.0012391544062,1
18,1,0,2,0,1,12515.376299140493,497.74477935072736,1
61,1,41,3,0,1,8767.37459891701,595.3461513432293,0
73,1,57,1,0,1,20699.222589521512,645.0519215687043,1
62,1,43,0,0,0,15975.211673395466,476.3319619711272,1
59,0,39,0,0,1,17511.75111955282,454.49812100399214,1
64,1,44,1,0,1,15171.640539882244,473.91120659235355,0
76,0,58,1,0,0,17967.97373328613,562.5720888701967,0
30,1,10,2,0,0,16819.43565567858,437.6155317610857,1
72,1,55,2,0,0,12382.69478747766,437.47005199209883,0
39,0,23,1,0,1,18519.388234533624,527.1032971836061,1
71,0,54,1,0,1,17500.502903899127,551.880051396533,1
38,0,20,1,0,1,13144.001863685618,520.0875261635053,1
39,0,21,0,0,1,14134.90689001296,512.3939209197429,1
45,1,29,0,0,0,11070.575327083749,451.5557075059832,1
26,0,6,1,0,0,17309.441339197117,502.0344066281184,1
43,1,24,0,0,1,17364.135774647006,261.6692501336208,1
26,0,8,0,0,1,14806.277435416476,654.9779468631347,1
32,0,16,0,0,1,9306.363999991128,516.1120011917423,1
27,1,8,0,0,1,5000.0,710.3972806530194,1
41,1,21,0,0,0,13843.03753770407,628.8628477349998,1
75,0,57,1,0,0,16183.076355915395,418.49013259429387,0
74,1,58,1,0,0,18223.3858822253,463.5899953173983,0
78,1,62,1,0,0,20664.033917933986,389.7781287361905,0
59,1,43,1,0,1,13214.451999027455,433.0423504287344,1
25,1,7,3,0,0,7089.584815299973,343.6159440180702,1
41,1,22,0,0,1,12431.616878252853,407.6383700667301,0
33,1,17,1,0,0,25916.331494329268,396.4898307779545,1
66,1,46,0,0,0,23221.166284939256,588.1529518775782,1
43,1,27,1,0,1,17140.448546238204,337.94421484160523,1
44,0,25,3,0,0,12841.958961399869,722.5873994641134,1
54,1,36,2,0,0,14543.604429218058,467.8240432297217,0
21,0,5,1,0,0,23573.496880742914,634.7121182342628,1
67,1,51,1,0,0,16049.954826284993,403.58237310187644,0
41,1,21,1,0,1,13097.473418753232,577.8150998465953,0
36,1,16,0,0,0,21631.248492538085,353.1555178187484,0
53,1,37,1,0,0,5261.624344459244,352.5951444692057,0
77,0,61,1,0,0,9977.193359925323,609.4493352525443,0
56,0,36,0,0,1,10975.241903503551,487.807465495098,1
27,1,8,0,0,1,20008.13004688381,480.1778320101682,1
42,0,25,2,0,0,12196.095902589948,399.67188010994926,1
35,1,18,0,0,0,6134.859616805823,412.8766487741175,1
36,1,20,0,0,0,11539.08551001742,340.398846902753,1
53,0,33,1,0,1,12645.222161458774,447.6693578259452,1
27,0,9,0,0,0,14662.528203150541,525.6224978945351,1
50,1,32,2,0,0,15641.164208736654,507.923109543294,1
72,1,55,1,0,1,19838.368278533784,508.97622251186635,0
67,0,48,2,0,1,13439.835686263215,294.69713977938835,0
22,1,5,0,0,1,12086.218259178251,519.6724234988463,0
64,0,48,2,0,0,15233.483154996818,468.1165779697739,1
66,1,47,2,0,0,16213.244614409488,421.40091875638836,1
52,1,34,0,0,0,11993.350612911241,376.4876028882185,1
61,0,41,0,0,1,6484.922944339252,566.3946732246895,1
51,0,31,2,0,0,12550.50498305419,287.3904224100785,1
50,0,34,0,0,0,19037.17895014642,376.66144076443294,0
72,1,55,0,0,1,14605.92541615053,514.7131873757781,0
38,1,22,0,1,1,21219.2550480523,448.59020728619305,1
34,1,14,0,0,0,17512.773714792052,537.8196221884285,0
39,1,21,0,0,1,12360.395300888737,509.6368035136222,0
65,0,45,1,0,0,22345.19357814981,432.0776888273615,0
54,1,35,1,0,0,10654.727341361358,330.72021394808445,1
32,1,12,0,0,0,6624.2097167384545,575.3148664277884,0
52,1,32,2,0,1,16720.389991953507,482.70964846809306,1
45,0,26,1,0,0,11080.625893682396,368.4661268835729,1
24,1,7,3,0,1,14716.61610621105,290.0667476358893,1
49,1,29,3,0,1,9640.120373350543,533.253440142418,1
28,0,12,2,0,1,15022.70352455659,436.46618669381905,0
27,1,7,3,0,1,17423.977410478226,385.4374481227308,0
26,1,10,2,0,0,18162.893330220002,617.8071131383931,1
31,0,12,2,0,1,9308.61374418648,312.50353547047746,1
30,1,10,0,0,0,8229.393166135105,475.0212381285821,1
78,1,59,0,0,0,16987.412210765717,572.4713450148241,1
74,1,55,2,1,0,13102.13401623775,548.8608847273939,1
79,0,62,1,0,0,12216.186617105626,369.6538442770576,1
42,1,22,2,0,1,14412.00695562506,631.7332247891845,1
19,1,3,2,0,1,14147.967256200724,641.9876134798466,1
52,0,36,0,0,0,16869.763842894274,602.4417791676827,1
24,0,4,2,0,0,17437.55801081416,413.3330682386914,0
38,1,21,0,0,0,19919.461988375133,477.4687102479459,1
35,1,18,0,0,1,13708.859409280054,625.8067353605278,1
20,1,3,1,0,1,19978.859880489596,544.4115117976687,1
59,1,43,0,0,0,17937.587030366063,436.17974142733294,1
71,0,52,1,0,0,19365.120770880418,478.72568212191067,0
78,1,61,1,0,0,9466.15351937125,347.5235124773386,0
56,0,40,0,0,1,14484.704186004055,614.920538317374,0
58,0,42,2,0,0,24476.191589647147,489.80744614272135,1
66,1,47,1,0,1,8144.047787075367,674.2993089125929,0
28,1,8,0,1,1,23957.685658391747,317.40265476669117,1
56,0,36,0,0,1,23736.416615255228,402.84943541427054,1
41,0,24,2,0,0,18659.81032220915,494.71927692224614,0
77,1,60,2,0,1,8266.274166778196,726.135114914089,1
63,0,44,0,1,1,13917.089368879258,507.76777250896595,1
36,1,19,0,0,0,18962.829017158016,424.0200948118429,1
21,1,2,2,0,0,8370.969835690623,501.7775517223948,1
43,0,27,1,0,0,18381.158988197338,432.41766634218465,1
55,0,38,0,0,1,15539.946732417213,594.6317287540198,1
59,1,43,1,0,1,12155.018000772297,586.1344436017268,1
49,0,31,1,0,0,9403.923752129536,661.0250398633652,1
56,1,37,2,0,1,22295.250230104706,335.7847118217635,0
62,1,44,0,0,0,18883.87831348827,319.493403040397,1
63,1,46,1,0,0,14175.273728952761,476.7082008197813,0
53,0,37,0,0,1,15174.118028353836,581.5818351736798,1
57,1,40,3,0,1,13660.858044331892,602.4635132623516,0
54,1,36,2,0,1,5961.403991436791,524.006960987652,1
50,1,33,2,0,1,21442.445415364822,581.4041476086638,1
53,1,33,1,0,0,16094.21346942865,651.49860127901,0
20,1,2,1,0,0,19771.906652090838,421.2236095361937,1
26,1,9,3,1,1,12728.851097631008,646.7102654622986,0
25,1,9,0,1,1,15460.690950955586,649.7573873193628,1
50,1,33,2,0,1,16599.61800001142,444.8038051150617,0
76,1,60,0,0,0,20155.79016992901,405.08489008728424,1
23,1,3,0,0,0,23964.98210368894,575.7842755604311,1
58,1,41,1,0,1,13256.242590243972,699.0661144817714,1
56,0,36,2,0,0,13261.916102759356,415.55382534482726,1
21,1,3,2,0,0,13771.45594558341,692.0323262218817,1
30,1,14,1,0,0,12018.496766849305,403.95245987813206,1
66,1,48,1,1,0,28232.31693204425,478.00417616680215,0
77,0,61,3,1,1,6592.056384521005,387.0542861020508,1
19,1,0,0,0,1,28431.988917415183,543.0750176891214,0
77,0,58,2,0,1,18193.357626300625,513.5655290934556,0
22,1,5,1,0,1,14587.113120232567,504.9671083325193,1
61,1,41,0,0,0,10811.840790653576,437.23167195141355,1
44,0,28,0,0,1,14797.671350367458,457.27355581169,1
49,1,33,1,0,1,12181.270669965008,493.3522443482122,1
38,0,22,0,0,1,21901.795622487,473.89540931632433,0
25,0,9,0,0,1,18155.14601154293,495.7312518981839,1
55,1,38,0,0,1,23354.584026855096,350.34801312925936,1
25,1,7,0,0,0,13547.969432467033,284.91317933273956,1
67,1,48,1,0,1,15706.711644661442,534.6972059480845,1
20,1,3,2,0,0,14512.98306213879,537.9594727687495,1
